ArticleId,ArticleTitle,Recommendation1,Recommendation2,Recommendation3,Recommendation4,Recommendation5
-2948321821574578861,Quando usar paginação e quando usar scroll infinito?,The future of the shopping mall,"contentId
-1383778823073811714    Swatch lança relógio para pagamentos em parcer...
-1383778823073811714    Swatch lança relógio para pagamentos em parcer...
Name: title, dtype: object",How to scale yourself: the '99/50/1' framework - The Mission,TI Bimodal? Receita para o desastre...,Por que o Uber vem sofrendo tanto prejuízo entre empresas de tecnologia
-2940536914889279273,TensorFlow Tutorial- Part 1,"""create-react-app"" and the future of creating React applications",Creating Universal Windows Apps with React Native,Support Ended for Eclipse Android Developer Tools,Scott Penrose: Arduino Static Strings,The Most Important Push Notification metric - Growth Bug - App World
-2929967869758467182,Farmers Demand Right to Fix Their Own Dang Tractors - Modern Farmer,"EC2 Price Reduction (C4, M4, and T2 Instances) | AWS Blog","Who Owns Digital Transformation? According To A New Survey, It's Not The CIO",Como os millennials estão mudando o mercado financeiro,Announcing the Acquia Engage Awards,"Meet SwagBot, the Robot Cowboy that Can Herd and Monitor Cattle on Its Own - Modern Farmer"
-2923886912694084893,Salesforce adds some artificial intelligence to customer service products,Analyzing 50k fonts using deep neural networks,LPIC-OT DevOps Engineer | Linux Professional Institute,[1612.00380] Playing Doom with SLAM-Augmented Deep Reinforcement Learning,Gartner: em 2020 não haverá mais aplicativos,Java 8 Streams - A Deeper Approach About Performance Improvement
-2899726011463496555,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,JPMorgan is Quietly Developing a Private Ethereum Blockchain - CoinDesk,"Estonia wants to become a 'country as a service' and already has 10,000 virtual residents",A digital crack in banking's business model,8 Insanely Simple Productivity Hacks,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans"
-2896441888220202695,"Simple rolls out shared bank accounts that work for anyone, including roommates",Sem Parar vs Conectcar - DanBP.org,"contentId
-4975645025178552956    Sem Parar vs Conectcar - DanBP.org
-4975645025178552956                Sem Parar vs Conectcar
Name: title, dtype: object","Elopar lança o ""Digio"", cartão para brigar com Nubank","Why 3,000 bank branches must close",Itaú prevê aumentar escala da ConectCar
-2890958311805113955,Unilever: The biggest digital start-up in the world?,CHATBOTS EXPLAINED: Why businesses should be paying attention to the chatbot revolution,Nubank pode fechar as portas se BC confirmar mudança amanhã,Itaú prevê aumentar escala da ConectCar,"Why 3,000 bank branches must close",Bitcoin In The Time Of Negative Interest Rates
-2879657397552025078,Most People Say They Could Get Rid of Tons of Stuff and Still Be Happy,10 Things I Gained When I Gave Up All My Stuff,Como ser menos ocupado em um mundo ocupado,Cinco dicas de executivos de sucesso para se dar bem na vida e no trabalho,5 motivos para não escrever 5 motivos,Defining The Sharing Economy: What Is Collaborative Consumption--And What Isn't?
-2871347907044769386,Making Sense of Unstructured Data with Google Cloud NL API,"Detecting the use of ""curl | bash"" server side",DTCC and Digital Asset Holdings to Test Blockchain Solutions for the $2.6 Trillion Repo Market,Coca-cola traz ao Brasil sabores cereja e baunilha,Second Gravitational Wave Detected at LIGO,"contentId
5322532051893153382    Mobile UX Design: The Right Ways to Ask Users ...
5322532051893153382    Mobile UX Design: The Right Ways to Ask Users ...
Name: title, dtype: object"
-2864378895481874465,Machine Learning Unconference,Google's Cloud Machine Learning service is now in public beta,Machine Learning Is No Longer Just for Experts,Fileless Malware - A Behavioural Analysis Of Kovter Persistence,Graph-powered Machine Learning at Google,The emerging Darwinian approach to analytics and augmented intelligence
-2860224288374811338,How I Passed the AWS Solutions Architect Professional Exam,Achievement Unlocked : AWS Certified Solutions Architect Professional,AWS Certified Solutions Architect Professional – Study Guide – Domain 7.0: Scalability and Elasticity (15%),AWS Certified Solutions Architect Professional – Study Guide – Domain 8.0: Cloud Migration and Hybrid Architecture (10%),"Understanding IP Addresses, Subnets, and CIDR Notation for Networking",AWS Certified Solutions Architect Professional – Study Guide – Domain 6.0: Security (20%)
-2855910583928922225,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads",Building a Visual Language - Behind the scenes of AirBnB new design system,Why You Hate Comic Sans,How Green Was My Valley (1941),Today in Apple history: Happy birthday Steve Wozniak,"contentId
-1312850681127865433                      Swift.org
-1312850681127865433    Swift API Design Guidelines
Name: title, dtype: object"
-2855218766021441159,Support Ended for Eclipse Android Developer Tools,"""create-react-app"" and the future of creating React applications",TensorFlow Tutorial- Part 1,Creating Universal Windows Apps with React Native,The Most Important Push Notification metric - Growth Bug - App World,Scott Penrose: Arduino Static Strings
-2841995722250280583,This Battery-Free Computer Sucks Power Out Of Thin Air,Copyrighting DNA Is a Bad Idea,Home-Made Twitter and Gmail Notifications with PHP and Arduino,Testing a new Drupal 8 installation with 2 Docker commands,Custo do Erro - Cinco motivos para investir em automação de testes,The Internet of Things is looking for its VisiCalc
-2828628091730682303,Serverless Architectures,What to Inspect When You are Inspecting!,Aplicações Financeiras Flexíveis através de DSLs na Plataforma Java,"Netflix OSS, Spring Cloud, or Kubernetes? How About All of Them!",It's Time to Unlearn Everything You Know About Java Exceptions | Takipi Blog,Spring Boot 1.5.1 released
-2826566343807132236,IEEE to Talk Blockchain at Cloud Computing Oxford-Con - CoinDesk,Coder | Drupal.org,Suzana Herculano-Houzel deixa o Brasil e expõe problemas profundos da ciência no país,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),Seguro de Pessoas,How We Migrated Data into Drupal from Four Different Sources Using the Migrate Module | Acquia
-2808969983997441543,CSS Containment in Chrome 52 | Web Updates - Google Developers,Search API,A Baseline for Hybrid Mobile Developers,Cloud Identity and Access Management - Google IAM,The Big Lebowski (1998),Mulholland Drive (2001)
-2808959554282640221,Java 8 Streams : 10 missing features,Python - It's metaclasses all the way down,Machines are learning to find concealed weapons in x-ray scans,"A Geospatial Messenger with Kotlin, Spring Boot and PostgreSQL",Browser Trends December 2016: Mobile Overtakes Desktop,Deep Learning AI for NASA Powers Earth Robots
-2800563841840387504,Fintechs: elas podem dominar o setor financeiro?,"Windows 10 Mobile news recap: Nadella teases ""ultimate"" device, Surface Phone spec rumors and more | On MSFT","Microsoft Is Now 'Open By Default', Says Xamarin Founder Miguel de Icaza",7 Ways Meditation Can Actually Change The Brain,"Depois da Inteligência Artificial, vem aí a Inteligência Paralela",Olhando para o futuro: 5 pontos de atenção
-2797708685347481851,App do YouTube ganha sistema de bate-papo privado | Google Discovery,App do Google Search para Android agora busca por músicas no Brasil | Google Discovery,Dial in with ease using the latest Google Calendar app for Android,"Projeto Ara, o smartphone modular do Google, pode chegar ao mercado em 2017 | Google Discovery",Embed charts from Google Sheets in Google Docs and Slides and update them with a single click,Google moves to replace Flash with HTML5
-2780168264183400543,In the Long Run,Capturing China's $5 trillion productivity opportunity,Cover-More to raise $73.3 million to buy Travelex insurance unit,Johnson & Johnson Targets 85% of Apps in Cloud by 2018,Australian Bitcoin Entrepreneur Launches Robo-Advice Platform,Neoliberalismo a ideologia na raiz de todos os nossos problemas
-2779829118032656703,Mike Birbiglia's 6 Tips for Making It Small in Hollywood. Or Anywhere.,Living the Millennial Dream - ABODO,Everything you need to know about the big changes coming to Newark airport,Manhattan CRE prices spark a mass exodus of startups to Brooklyn,"A sneak peek at Google's upcoming travel app, Trips","Google's head of advertising talks ad blocking, mobile and micropayments"
-2778760500673113802,"Bitcoin Mining, Ethereum Mining, Cloud Mining: 2016 Overview",Bitcoin Future: When GBPcoin of Branson Wins Over USDcoin of Trump,How Google's AI paved the way for the next generation of bots,Three Platforms Bringing Bitcoin To Social Messaging Users,Microsoft Adds Ethereum to Windows Platform For Over 3 Million Developers - CoinDesk,"EC2 Price Reduction (C4, M4, and T2 Instances) | AWS Blog"
-2774293088092853604,Message buttons and the Slack API - Slack Platform Blog,Woolworths,"PayPal is shutting down its Windows Phone, BlackBerry, and Amazon apps","Handling context in ""outside-in""",Aplicação de visão computacional com OpenCV,The Progress of Web Apps - On the Edge
-2766592729910903198,Como é o relacionamento do CMO e do CIO na sua empresa?,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Hubble Contacts raises $7.2 million to deliver disposable lenses direct to consumers,"contentId
-1706114177222872702    The Spotify Tribe
-1706114177222872702    The Spotify Tribe
Name: title, dtype: object",Building Products,Once Upon a Time in the West (1968)
-2752345899464432864,Design Patterns: Progressive Disclosure for Mobile Apps,Pinterest Reinvents Itself to Prove It's Really Worth Billions,Apple is working on an AI system that wipes the floor with Google and everyone else,"Apple, Set to Move to Its Spaceship, Should Try More Moonshots","Twitter killed Magic Recs, the only useful bot there is",Microsoft wants to connect all your favorite apps with Flow
-2747266787901704910,Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,The future of agriculture - Jim Womack visits a lean farm,"Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Tetra Pak Cheese and Powder Systems acquires Laude,Cargill anuncia mudanças estratégicas para fortalecer a marca Nutron,MOBILE TIME - Drones vão ajudar pequenos agricultores no Brasil
-2740396993975951758,SOA com microserviços - Sensedia,"JPMorgan Software Does in Seconds What Took Lawyers 360,000 Hours",I'm trying my hardest to slow the fuck down - HI MY NAME IS JON,Microservices: Real Architectural Patterns,What DeepMind brings to Alphabet,MIT and Microsoft Research made a 'smart' tattoo that remotely controls your phone
-2720012228333470715,Nubank começa a testar seu programa de fidelidade - Empresas Tech,"Bancos brasileiros aplicaram R$ 19,2 bilhões em esforços de TI em 2015",Mobile banking conquista o coração dos brasileiros,CMO interview: Putting IBM's marketing technology under the microscope,CMN regulamenta abertura de conta de depósito por meio eletrônico,Blockchain Will Be Used By 15% of Big Banks By 2017
-2715495584815099454,Improving Drupal 8's API-first: JSON API and OAuth2?,"5. History lesson: Drupal Commerce, Commerce Guys, and Acquia",6. What can Acquia and the community do now regarding Drupal and ecommerce?,Release Day: Extend Drupal 8 with Plugins,Moving the Drupal 8 workflow initiative along,Drupal 8 Module of the Week: simpleSAMLphp Authentication | Acquia
